Transaction_Date,Transaction_Time,Customer_ID,Customer_Type,Transaction_Type,Transaction_Amount,Is_Fraudulent
2023-03-05,09:29:28,23418,Standard,ATM,10.0,0
2023-02-19,05:23:09,32647,Premium,Online,256.72,0
2023-05-06,07:07:39,38099,Premium,ATM,46.46,0
2023-03-01,09:38:27,16408,Standard,Online,15.64,0
2023-10-09,21:03:30,39225,Standard,POS,10.0,0
2023-04-06,04:37:09,2447,Standard,Online,45.6,1
2023-11-12,22:16:00,20702,Basic,Online,10.0,0
2023-10-05,12:24:47,29018,Basic,ATM,37.58,0
2023-11-15,22:38:12,44856,Standard,POS,66.83,0
2023-07-20,11:43:37,18618,Standard,Online,35.79,0
2023-10-22,03:58:24,48327,Premium,Online,7017.8,0
2023-04-05,21:03:59,18958,Basic,ATM,71.47,0
2023-07-10,05:55:27,17436,Premium,Online,782.88,0
2023-07-19,22:07:56,26805,Premium,POS,253.85,0
2023-03-17,16:58:30,13100,Premium,ATM,101.47,0
2023-01-13,12:41:49,9112,Standard,ATM,16.96,0
2023-09-30,23:57:07,39897,Basic,POS,48.6,0
2023-09-26,06:36:48,42115,Standard,Online,67.89,0
2023-07-29,16:29:38,29684,Standard,Online,34.4,1
2023-05-29,15:54:16,28559,Premium,ATM,501.6,0
2023-12-30,20:22:51,2848,Standard,POS,10.16,1
2023-08-25,13:56:56,28527,Premium,Online,256.66,0
2023-08-20,09:50:10,48966,Standard,Online,124.29,0
2023-12-08,17:37:36,26068,Basic,Online,127.56,0
2023-08-15,18:10:23,28796,Basic,ATM,12.52,0
2023-05-27,23:37:27,45993,Standard,Online,70.64,0
2023-08-02,16:42:35,30964,Premium,ATM,1050.89,0
2023-07-05,02:45:39,31391,Standard,Online,319.64,0
2023-10-23,00:11:07,5567,Standard,POS,96.66,0
2023-05-22,12:24:33,6698,Premium,Online,72.13,0
2023-10-09,19:39:09,32954,Basic,POS,10.0,0
2023-12-17,17:19:11,47550,Premium,Online,5547.18,0
2023-09-03,01:29:02,24929,Standard,POS,39.76,0
2023-10-21,14:57:57,20309,Standard,Online,89.39,0
2023-03-11,16:42:47,42430,Standard,POS,89.94,0
2023-02-09,17:09:24,8347,Premium,POS,3264.47,0
2023-01-05,12:52:54,48159,Premium,Online,654.39,0
2023-12-26,18:29:10,19395,Premium,POS,346.44,0
2023-08-08,08:38:30,32417,Standard,Online,33.24,0
2023-04-21,00:00:56,45222,Standard,POS,631.15,0
2023-01-22,05:34:44,48111,Premium,Online,68.27,0
2023-03-19,12:05:34,7509,Premium,Online,542.39,0
2023-10-10,12:48:30,10460,Premium,Online,181.28,0
2023-01-26,14:04:25,12795,Premium,ATM,396.18,0
2023-09-30,13:13:12,15719,Premium,Online,1896.57,0
2023-06-12,15:43:39,47999,Standard,Online,274.5,0
2023-03-06,02:31:35,45172,Standard,Online,18.47,0
2023-10-23,15:27:15,14699,Standard,Online,23.34,0
2023-10-14,02:53:07,5887,Basic,Online,49.11,1
2023-12-30,18:38:41,40887,Standard,ATM,21.06,0
2023-07-16,20:28:38,24099,Standard,POS,88.89,0
2023-04-16,17:14:39,7009,Standard,Online,34.94,0
2023-04-22,23:58:02,4722,Standard,ATM,10.0,0
2023-08-02,23:05:34,41469,Premium,Online,133.15,0
2023-09-08,09:02:08,3123,Standard,ATM,65.07,0
2023-02-16,19:22:29,36739,Premium,Online,71.68,0
2023-03-15,13:41:56,29141,Standard,Online,14.02,0
2023-01-11,20:20:21,22164,Standard,Online,82.54,0
2023-09-15,11:56:41,26553,Premium,Online,23.01,0
2023-12-12,15:05:56,14675,Standard,Online,265.59,0
2023-07-07,12:03:38,6877,Standard,Online,16.06,0
2023-03-04,07:59:11,17524,Basic,POS,61.36,0
2023-10-19,20:07:04,38583,Premium,Online,46.4,0
2023-09-27,09:06:44,35172,Standard,Online,152.75,0
2023-10-02,12:41:20,23692,Standard,Online,31.47,0
2023-08-12,15:17:04,42909,Premium,Online,142.32,0
2023-05-21,10:53:28,36349,Standard,Online,153.69,0
2023-05-28,08:31:03,4121,Standard,Online,82.16,0
2023-06-14,21:57:03,45331,Premium,POS,1847.8,0
2023-12-05,20:31:01,21666,Standard,Online,490.56,0
2023-09-30,15:15:45,15758,Basic,ATM,17.56,0
2023-11-02,11:30:16,24776,Standard,Online,253.32,0
2023-06-30,09:06:01,31313,Basic,Online,49.42,0
2023-10-10,16:53:01,25368,Standard,Online,93.83,0
2023-06-15,09:59:41,46863,Standard,ATM,10.0,0
2023-08-25,21:56:19,30978,Standard,Online,136.86,0
2023-11-18,11:39:08,22067,Premium,ATM,540.77,0
2023-03-07,00:50:59,49803,Premium,Online,722.49,0
2023-03-19,01:28:14,15859,Standard,Online,50.98,0
2023-12-23,17:23:13,22153,Basic,Online,16.48,0
2023-02-05,12:35:21,15541,Standard,POS,10.0,0
2023-05-28,17:37:02,18046,Premium,Online,1497.07,0
2023-05-29,07:50:13,35782,Premium,ATM,249.19,0
2023-10-10,19:22:39,23394,Premium,POS,10.0,1
2023-12-21,16:27:18,38997,Premium,Online,1004.87,0
2023-04-05,21:01:44,22316,Standard,Online,1508.96,0
2023-07-31,11:22:31,8754,Basic,POS,10.88,1
2023-01-20,13:02:00,21350,Standard,Online,43.79,0
2023-12-06,05:07:28,3994,Standard,ATM,14.83,0
2023-10-03,08:38:03,17626,Standard,ATM,57.86,0
2023-05-21,12:59:56,47165,Standard,Online,25.48,0
2023-07-19,09:25:47,24154,Standard,Online,127.11,0
2023-01-20,23:18:47,40346,Standard,Online,120.16,0
2023-10-21,01:42:18,43431,Standard,Online,11.89,0
2023-08-08,00:34:39,13615,Standard,ATM,204.96,0
2023-06-03,05:45:11,41874,Basic,Online,10.0,0
2023-07-27,12:24:53,37405,Standard,ATM,211.54,0
2023-01-11,21:40:22,28052,Premium,Online,169.26,0
2023-01-26,21:28:18,8008,Standard,Online,10.0,0
2023-03-20,13:55:24,1946,Premium,ATM,100.92,0
2023-09-03,19:57:37,12350,Standard,ATM,26.77,0
2023-11-02,05:26:51,36328,Premium,ATM,165.09,0
2023-05-12,10:53:25,11310,Standard,POS,10.0,0
2023-09-01,10:26:31,49785,Premium,POS,1923.45,0
2023-09-08,03:36:16,38167,Standard,Online,10.0,0
2023-03-07,11:11:29,31499,Standard,Online,55.39,0
2023-09-14,22:25:44,7533,Standard,Online,92.13,0
2023-12-23,09:32:09,27123,Basic,Online,10.0,0
2023-11-28,22:28:32,35493,Standard,ATM,29.33,0
2023-07-05,00:43:58,16966,Basic,POS,18.5,0
2023-04-08,23:21:01,20627,Basic,Online,14.83,0
2023-12-17,13:38:27,42183,Premium,ATM,268.31,0
2023-05-30,04:22:04,23057,Premium,POS,18.49,0
2023-05-03,14:02:18,36163,Premium,Online,1227.16,0
2023-10-21,12:28:18,20522,Standard,POS,67.01,0
2023-02-14,07:22:15,39220,Basic,Online,10.0,0
2023-11-23,14:06:37,20880,Basic,Online,10.0,0
2023-07-19,23:48:24,34073,Premium,Online,173.02,0
2023-11-30,08:35:56,37630,Basic,ATM,37.38,1
2023-11-15,18:55:26,47751,Standard,Online,10.0,1
2023-03-09,13:56:33,3031,Basic,Online,10.0,0
2023-09-26,04:24:19,2141,Standard,Online,212.97,0
2023-10-28,17:46:11,40884,Premium,Online,857.54,0
2023-08-04,08:00:50,44894,Standard,Online,35.95,0
2023-03-17,22:27:27,43939,Standard,POS,98.49,0
2023-04-09,01:34:39,20023,Standard,ATM,53.61,0
2023-05-30,15:27:47,21923,Basic,Online,33.4,0
2023-03-26,08:00:05,5758,Standard,ATM,270.43,0
2023-12-18,12:42:17,6974,Premium,ATM,112.02,0
2023-03-29,18:46:39,38298,Standard,ATM,11.46,0
2023-05-14,08:52:44,17184,Standard,ATM,27.9,0
2023-04-11,21:52:27,45432,Standard,Online,1022.29,0
2023-10-24,05:10:56,40932,Standard,Online,117.76,0
2023-12-21,00:23:18,46201,Standard,Online,63.29,0
2023-02-04,00:35:24,5603,Premium,Online,1861.97,0
2023-01-25,15:53:50,28464,Standard,Online,10.0,0
2023-08-24,07:54:17,16905,Standard,Online,23.89,0
2023-02-08,09:09:29,44000,Premium,Online,499.76,0
2023-11-25,14:03:39,33264,Standard,Online,19.34,0
2023-03-10,22:04:19,39990,Standard,ATM,10.0,0
2023-04-19,09:30:40,30703,Standard,Online,10.0,0
2023-03-14,19:06:01,33567,Basic,ATM,10.0,0
2023-12-07,22:28:13,1178,Basic,Online,12.87,1
2023-05-10,12:57:38,1731,Premium,Online,104.06,0
2023-03-23,10:53:19,26791,Standard,Online,55.3,0
2023-08-04,08:03:14,2515,Basic,POS,19.26,0
2023-12-24,03:06:29,32186,Standard,POS,171.49,0
2023-03-21,19:18:41,43256,Standard,POS,32.01,0
2023-02-03,03:24:05,18297,Basic,ATM,14.16,0
2023-01-26,18:33:27,14386,Basic,Online,10.0,0
2023-01-21,21:55:38,41157,Basic,POS,62.16,0
2023-04-19,00:28:07,18719,Standard,ATM,16.41,0
2023-08-25,07:06:26,1463,Basic,Online,28.19,0
2023-06-27,03:36:40,17766,Standard,ATM,25.59,0
2023-01-03,19:46:34,9307,Standard,ATM,14.97,0
2023-07-25,17:14:14,27181,Standard,POS,39.4,0
2023-03-20,02:46:12,39248,Premium,POS,423.88,0
2023-03-20,11:13:56,49476,Standard,Online,63.88,0
2023-07-11,05:13:07,49474,Premium,Online,1796.1,0
2023-03-26,20:21:34,29132,Basic,ATM,77.21,0
2023-09-30,15:57:54,37993,Basic,ATM,10.0,0
2023-03-10,19:15:50,28812,Premium,Online,2093.64,0
2023-09-22,10:35:21,32551,Premium,POS,1679.74,0
2023-11-23,00:32:00,1215,Standard,Online,160.89,0
2023-02-28,00:27:41,34896,Standard,POS,48.07,0
2023-02-25,16:12:55,14329,Standard,ATM,24.28,0
2023-07-08,09:16:14,24185,Basic,Online,16.24,0
2023-09-05,17:41:06,30991,Premium,ATM,2696.33,0
2023-11-01,19:49:42,2820,Standard,Online,121.22,0
2023-11-24,00:53:48,5631,Standard,Online,28.12,0
2023-07-04,22:59:34,30245,Standard,POS,64.28,0
2023-04-08,00:30:29,3159,Standard,POS,196.67,0
2023-07-26,13:55:21,29610,Standard,Online,97.71,0
2023-11-17,18:00:26,48892,Basic,Online,12.58,0
2023-06-17,15:27:00,45643,Basic,POS,12.72,0
2023-10-29,12:03:13,14327,Premium,ATM,74.22,0
2023-05-05,16:36:11,35629,Standard,Online,21.1,0
2023-07-30,17:05:44,12360,Premium,Online,670.87,0
2023-02-13,00:14:35,11860,Basic,Online,20.77,0
2023-12-02,22:37:54,21175,Standard,Online,523.06,0
2023-12-09,01:32:40,24110,Basic,ATM,10.0,0
2023-04-13,09:06:25,5321,Standard,Online,14.45,0
2023-04-07,09:50:46,6801,Standard,POS,162.14,0
2023-10-11,16:45:58,21977,Standard,Online,1102.73,0
2023-01-13,14:24:22,17149,Premium,Online,793.27,0
2023-04-27,05:40:44,17727,Premium,Online,1166.12,0
2023-08-17,01:31:56,27619,Premium,Online,651.51,0
2023-06-01,09:44:16,36089,Standard,Online,397.16,0
2023-01-17,08:13:48,33924,Standard,POS,137.56,0
2023-09-22,12:14:26,41718,Premium,POS,4658.78,0
2023-01-26,13:27:48,39367,Standard,Online,64.82,0
2023-06-26,23:02:42,24600,Basic,Online,46.97,0
2023-04-28,06:45:45,40779,Basic,POS,13.82,0
2023-05-24,07:28:38,14147,Standard,Online,46.71,0
2023-11-30,10:25:25,46254,Standard,Online,19.83,0
2023-01-02,13:43:29,6680,Basic,Online,15.55,0
2023-08-04,01:43:25,8067,Standard,Online,52.64,0
2023-12-03,15:59:01,32315,Basic,POS,21.76,0
2023-10-23,01:35:13,3831,Standard,POS,30.37,0
2023-01-18,11:51:58,31429,Standard,Online,4399.48,0
2023-01-19,05:19:26,48668,Premium,ATM,172.42,0
2023-03-10,22:52:36,37110,Premium,Online,691.56,0
2023-11-24,20:56:10,21901,Basic,ATM,25.33,0
2023-05-20,05:43:54,37077,Standard,POS,59.24,0
2023-08-11,18:00:11,47476,Standard,ATM,47.69,0
2023-01-12,16:09:33,34541,Premium,ATM,1071.79,0
2023-05-20,08:01:07,17121,Standard,Online,106.04,0
2023-12-28,11:13:47,14749,Standard,POS,33.94,0
2023-06-16,19:23:22,29806,Premium,ATM,355.54,0
2023-11-26,22:57:05,19064,Standard,Online,64.78,0
2023-04-30,07:20:55,17453,Standard,Online,10.0,0
2023-11-09,19:31:11,43281,Premium,Online,156.83,0
2023-02-01,09:25:24,38706,Standard,Online,10.0,0
2023-08-20,00:20:01,13817,Premium,Online,64.66,0
2023-09-03,17:45:23,7727,Premium,Online,558.99,0
2023-07-05,03:32:46,38388,Standard,Online,36.89,0
2023-08-17,18:57:22,47330,Premium,Online,1495.84,0
2023-07-01,12:18:28,3663,Standard,Online,52.64,0
2023-04-18,17:12:36,12221,Standard,Online,196.38,0
2023-05-31,07:59:08,44790,Basic,ATM,10.19,0
2023-11-29,08:52:45,1654,Premium,POS,1522.13,0
2023-08-28,03:20:05,28200,Premium,ATM,1532.09,0
2023-05-31,20:47:44,40148,Standard,POS,105.68,0
2023-10-27,11:25:36,25831,Basic,Online,31.1,0
2023-09-01,21:27:55,17482,Premium,POS,93.17,0
2023-11-20,20:32:06,12831,Standard,POS,360.3,0
2023-06-20,14:37:14,9412,Standard,Online,276.24,0
2023-04-08,03:36:02,43292,Premium,POS,1829.15,0
2023-08-14,08:13:03,49552,Premium,Online,763.8,0
2023-12-20,09:00:38,3911,Standard,Online,42.49,0
2023-06-23,09:53:38,6565,Standard,Online,22.6,0
2023-02-18,23:39:54,3429,Premium,Online,4838.27,0
2023-02-20,10:33:54,12991,Standard,Online,465.47,0
2023-07-14,21:48:21,39001,Basic,Online,27.03,1
2023-11-07,20:55:03,13126,Basic,Online,11.65,0
2023-05-25,17:36:12,1402,Standard,Online,166.94,0
2023-12-22,19:51:18,34132,Premium,Online,300.58,0
2023-02-24,09:31:41,30992,Premium,POS,176.9,0
2023-12-24,18:20:07,18264,Premium,Online,196.74,0
2023-10-23,05:42:18,37323,Standard,Online,84.05,0
2023-08-09,10:48:35,39265,Premium,Online,443.2,0
2023-04-02,15:55:45,10174,Premium,Online,461.64,0
2023-01-05,23:20:17,15254,Premium,Online,476.18,0
2023-11-19,12:37:44,15390,Premium,Online,157.67,0
2023-07-03,22:47:22,47277,Standard,Online,57.66,1
2023-09-15,03:18:16,32556,Basic,Online,35.1,0
2023-03-22,06:35:39,13716,Premium,Online,359.75,0
2023-11-21,17:41:56,18106,Standard,Online,45.74,0
2023-04-09,22:16:00,20790,Premium,Online,367.4,0
2023-10-10,18:44:11,37160,Premium,ATM,216.34,0
2023-11-11,06:59:21,30841,Basic,Online,53.1,0
2023-03-23,11:07:53,2502,Standard,Online,260.9,0
2023-02-07,08:58:08,32213,Premium,Online,1345.08,0
2023-06-16,19:24:27,19625,Standard,ATM,1235.4,0
2023-06-15,22:03:14,31936,Standard,Online,10.0,0
2023-12-24,11:38:17,32169,Standard,Online,48.35,0
2023-07-15,06:40:30,7130,Standard,Online,31.53,0
2023-11-10,18:33:43,45814,Premium,POS,639.61,0
2023-01-03,21:21:09,12826,Premium,Online,2464.91,0
2023-01-04,09:38:23,38939,Premium,Online,40.82,0
2023-08-07,12:18:20,11775,Basic,POS,10.0,0
2023-06-25,21:34:30,4127,Standard,ATM,10.0,0
2023-11-30,12:26:05,39672,Premium,Online,141.28,0
2023-01-22,14:42:54,9418,Basic,POS,48.95,0
2023-04-13,06:12:40,44700,Standard,Online,10.0,0
2023-05-08,12:34:02,26092,Standard,ATM,12.61,0
2023-12-28,19:33:02,12975,Premium,Online,741.43,0
2023-01-20,01:49:15,40307,Premium,POS,362.85,0
2023-04-01,13:05:37,20073,Basic,ATM,10.0,0
2023-02-18,19:32:21,47705,Standard,Online,50.16,0
2023-10-20,18:30:09,31286,Premium,ATM,133.32,0
2023-06-12,01:27:01,27973,Standard,Online,92.41,0
2023-04-02,20:38:44,20091,Standard,Online,26.34,0
2023-02-07,04:22:27,40649,Basic,Online,13.41,0
2023-05-27,08:28:53,38500,Premium,Online,3597.37,0
2023-01-11,00:37:57,39090,Standard,POS,52.69,0
2023-02-15,01:26:35,5042,Standard,POS,2294.0,0
2023-10-08,10:37:19,2986,Premium,Online,2025.33,0
2023-03-10,08:01:33,2211,Standard,POS,28.48,0
2023-11-22,15:48:02,34737,Standard,POS,10.45,0
2023-12-12,05:43:25,43567,Standard,ATM,63.96,0
2023-07-27,22:42:20,17821,Standard,Online,23.1,0
2023-12-24,13:24:10,5551,Premium,Online,293.32,0
2023-09-22,14:29:25,26993,Standard,Online,224.69,0
2023-02-06,21:06:22,4815,Premium,Online,314.56,0
2023-03-14,23:12:25,18948,Standard,ATM,29.42,0
2023-08-03,04:41:06,43025,Standard,Online,86.46,0
2023-05-09,22:09:41,18331,Standard,Online,20.79,0
2023-11-10,05:52:01,26401,Standard,POS,37.67,0
2023-07-28,00:52:51,14036,Standard,Online,135.35,0
2023-11-27,23:21:43,41857,Standard,Online,24.34,0
2023-08-31,21:14:15,2294,Standard,Online,25.31,0
2023-04-25,03:42:04,19825,Premium,POS,381.58,0
2023-02-18,00:36:47,33334,Premium,ATM,1848.03,0
2023-10-03,17:52:35,6147,Standard,Online,148.62,0
2023-03-24,00:04:50,45565,Standard,ATM,10.0,0
2023-12-22,03:03:35,11931,Basic,Online,33.0,0
2023-10-27,06:46:38,2308,Premium,Online,9068.82,0
2023-06-08,18:08:30,7093,Standard,Online,53.67,0
2023-12-25,14:50:19,2537,Premium,ATM,204.73,0
2023-05-24,03:11:28,25845,Standard,Online,85.14,0
2023-04-10,17:08:56,43012,Standard,ATM,77.05,0
2023-04-30,09:28:14,4932,Premium,Online,313.77,0
2023-12-28,17:57:19,24097,Premium,POS,643.18,0
2023-12-19,19:36:07,30483,Standard,ATM,41.75,0
2023-04-24,11:28:02,21953,Standard,Online,46.28,0
2023-03-03,02:45:03,35328,Standard,POS,298.15,0
2023-12-18,17:12:45,47660,Standard,ATM,109.45,0
2023-06-20,01:36:29,12334,Premium,Online,1714.06,0
2023-07-07,16:41:11,35800,Standard,Online,84.36,0
2023-05-26,20:35:39,34715,Premium,POS,161.16,0
2023-01-30,07:33:56,36694,Basic,POS,12.34,0
2023-09-18,10:14:07,11450,Premium,Online,69.63,0
2023-06-19,06:59:40,41736,Standard,ATM,585.26,0
2023-10-06,06:25:31,38387,Standard,Online,63.84,0
2023-09-26,00:42:22,23368,Standard,Online,23.08,0
2023-05-24,12:38:32,21121,Standard,Online,127.44,0
2023-04-16,23:17:26,6544,Standard,Online,33.78,0
2023-07-05,05:13:21,16605,Basic,Online,40.59,0
2023-04-14,17:24:12,46780,Standard,ATM,507.37,0
2023-03-20,19:01:24,46836,Basic,POS,17.95,1
2023-11-22,22:47:48,39290,Premium,POS,118.78,0
2023-05-13,02:10:56,7749,Standard,POS,67.25,1
2023-07-27,15:23:34,34123,Basic,POS,10.0,0
2023-05-23,09:40:42,39607,Basic,POS,10.0,1
2023-06-15,18:39:25,27140,Premium,ATM,43.48,0
2023-11-17,20:02:53,16193,Basic,ATM,13.01,0
2023-02-13,03:27:44,2040,Basic,Online,21.63,0
2023-03-17,06:11:01,19733,Basic,POS,26.14,1
2023-08-04,00:38:29,6796,Basic,Online,19.34,0
2023-05-10,07:40:26,3786,Premium,Online,713.2,0
2023-01-20,05:19:49,10752,Standard,ATM,32.59,0
2023-11-19,00:00:50,5868,Basic,ATM,10.0,0
2023-07-24,14:53:02,17251,Basic,Online,20.78,0
2023-09-03,00:07:23,43929,Standard,POS,22.71,1
2023-03-30,13:31:23,22359,Basic,Online,10.0,0
2023-06-27,12:59:58,24519,Standard,Online,11.89,0
2023-10-07,17:48:17,15086,Standard,Online,121.83,0
2023-08-15,17:28:22,48860,Premium,Online,1062.5,0
2023-10-03,18:52:38,39327,Standard,Online,55.88,0
2023-08-19,07:17:08,10120,Basic,ATM,26.53,0
2023-11-26,09:23:20,16882,Standard,Online,962.82,0
2023-03-21,06:15:34,47073,Premium,Online,1906.46,0
2023-09-30,08:05:23,39170,Standard,Online,12.78,0
2023-11-13,05:02:19,7085,Premium,ATM,57.05,0
2023-07-01,06:45:57,25094,Standard,POS,1138.12,0
2023-09-30,13:39:35,4513,Premium,POS,440.69,0
2023-12-04,13:17:36,27393,Standard,Online,72.93,1
2023-07-01,09:21:18,38789,Premium,Online,435.2,0
2023-01-15,10:36:36,36278,Basic,Online,89.1,0
2023-03-25,14:51:03,48921,Premium,POS,22.21,0
2023-05-16,10:36:17,16357,Standard,Online,919.39,0
2023-07-10,11:11:02,42894,Premium,Online,146.09,0
2023-07-07,19:43:31,18558,Standard,Online,89.9,0
2023-01-09,18:34:36,30332,Premium,Online,181.03,0
2023-08-14,05:21:13,44074,Basic,Online,23.36,0
2023-12-03,06:29:27,22133,Premium,POS,174.21,0
2023-12-04,23:36:55,27469,Standard,POS,209.29,0
2023-09-03,23:00:17,1555,Premium,POS,524.6,0
2023-04-26,09:27:58,37561,Standard,ATM,122.64,0
2023-04-28,12:52:07,8642,Basic,Online,23.37,0
2023-10-09,04:33:06,3983,Premium,Online,29.6,0
2023-02-22,17:37:03,6609,Standard,Online,147.31,0
2023-08-11,14:41:57,23419,Premium,Online,511.3,0
2023-09-20,22:06:45,10505,Standard,ATM,77.34,0
2023-08-22,19:13:43,16762,Basic,Online,82.61,0
2023-03-15,03:50:18,33980,Standard,POS,60.07,0
2023-12-23,08:17:10,30441,Premium,POS,2256.42,0
2023-08-09,01:08:46,47428,Standard,Online,12.05,0
2023-04-21,05:43:39,13178,Standard,Online,140.39,0
2023-02-09,04:16:07,33312,Premium,Online,80.2,0
2023-06-01,01:45:21,45682,Standard,Online,189.25,0
2023-10-29,05:07:53,30092,Standard,Online,285.48,0
2023-06-24,13:51:53,11972,Premium,POS,575.97,0
2023-07-05,20:04:09,37613,Standard,Online,10.0,0
2023-01-10,08:48:40,36010,Standard,POS,148.74,0
2023-08-05,10:53:35,37390,Standard,Online,41.48,0
2023-09-10,11:55:34,20276,Standard,ATM,11.48,0
2023-11-04,15:06:21,35268,Basic,Online,11.53,0
2023-12-28,15:25:39,26032,Standard,POS,67.26,0
2023-10-19,23:43:16,7273,Standard,Online,10.0,0
2023-02-02,19:41:11,15692,Standard,POS,230.24,0
2023-12-13,12:54:20,11860,Basic,POS,30.41,0
2023-12-11,18:34:46,21454,Standard,Online,161.06,0
2023-06-16,04:54:49,9789,Premium,Online,1397.01,0
2023-08-26,15:07:22,2531,Basic,ATM,41.03,0
2023-04-24,19:15:16,16890,Standard,Online,10.0,0
2023-10-27,11:54:16,23606,Premium,Online,137.33,0
2023-12-11,06:17:14,17607,Premium,POS,268.45,0
2023-09-06,04:17:15,14703,Standard,Online,19.19,0
2023-07-03,11:52:27,34349,Standard,Online,10.0,1
2023-10-03,18:13:38,26892,Standard,POS,85.47,0
2023-10-14,21:43:33,11481,Basic,Online,37.6,0
2023-07-08,02:58:37,24763,Standard,Online,39.16,0
2023-09-30,09:34:19,38375,Premium,Online,1163.51,0
2023-12-24,05:58:40,18070,Basic,Online,66.07,0
2023-07-23,20:39:18,21802,Standard,ATM,82.88,0
2023-10-22,16:48:11,10964,Premium,Online,395.99,0
2023-06-13,20:36:51,46591,Standard,Online,105.53,0
2023-10-07,10:08:11,38310,Premium,Online,421.26,0
2023-03-24,09:36:38,38207,Standard,POS,68.79,0
2023-01-31,01:38:14,20768,Premium,Online,3459.5,0
2023-07-13,15:38:12,24332,Basic,Online,13.13,0
2023-10-24,10:23:05,17956,Premium,POS,2366.94,0
2023-12-29,10:38:01,39674,Standard,POS,10.0,0
2023-06-02,00:00:50,21229,Premium,Online,1147.27,0
2023-11-29,04:19:00,33450,Standard,ATM,20.89,0
2023-11-05,16:21:24,6622,Standard,Online,45.57,0
2023-05-29,12:53:36,37854,Standard,Online,94.83,0
2023-08-08,07:23:02,45504,Standard,POS,85.98,0
2023-07-21,17:21:45,7256,Standard,Online,106.4,0
2023-06-01,02:46:50,27205,Standard,POS,32.23,1
2023-06-21,10:16:39,11416,Standard,POS,74.19,0
2023-11-26,10:59:05,15691,Basic,Online,10.0,0
2023-07-05,12:36:05,21800,Premium,ATM,130.64,0
2023-02-20,23:47:37,42212,Standard,ATM,10.0,0
2023-10-29,03:57:11,21389,Standard,Online,22.6,0
2023-10-16,12:17:40,5409,Premium,Online,4917.32,0
2023-09-10,08:09:59,36201,Standard,ATM,122.71,0
2023-09-28,12:51:27,6257,Premium,POS,474.55,0
2023-03-23,19:40:23,42473,Premium,Online,118.33,0
2023-03-06,01:55:00,36282,Standard,ATM,10.0,0
2023-03-29,03:11:21,20859,Premium,Online,2075.92,0
2023-01-24,22:12:15,41727,Standard,POS,33.95,1
2023-08-26,00:48:10,34714,Premium,Online,10.93,0
2023-10-12,10:02:51,4258,Basic,Online,41.17,0
2023-10-15,09:31:25,45402,Standard,ATM,10.0,1
2023-11-04,08:21:33,17493,Basic,POS,10.0,0
2023-12-22,07:44:03,33872,Standard,Online,96.62,0
2023-09-29,00:50:36,1486,Basic,Online,10.0,0
2023-08-06,21:07:32,29225,Basic,Online,10.0,0
2023-03-30,12:17:58,7849,Premium,ATM,143.51,0
2023-02-04,06:09:00,16401,Standard,Online,96.61,0
2023-03-12,23:22:43,45648,Premium,POS,35.23,0
2023-11-01,00:50:59,5677,Premium,POS,13607.67,0
2023-09-02,14:07:25,43531,Premium,POS,5646.55,0
2023-07-23,15:50:39,48845,Standard,Online,39.26,0
2023-07-07,19:09:22,30217,Basic,POS,10.0,0
2023-11-13,09:53:19,47144,Premium,ATM,75.88,0
2023-04-19,10:16:48,29513,Premium,Online,111.42,0
2023-04-09,16:46:08,13809,Basic,Online,23.49,0
2023-05-10,04:00:03,40267,Basic,POS,15.85,0
2023-08-03,11:09:33,42002,Standard,ATM,10.63,0
2023-03-13,15:49:12,25078,Standard,POS,69.57,0
2023-04-24,18:46:37,49506,Standard,Online,428.72,0
2023-12-20,08:45:50,12934,Standard,Online,376.58,0
2023-11-30,03:25:46,11095,Standard,ATM,13.24,0
2023-06-02,07:10:06,32385,Premium,POS,684.07,0
2023-06-18,03:22:46,7668,Standard,Online,31.13,0
2023-10-14,20:31:53,28105,Basic,Online,10.08,0
2023-04-06,21:39:57,36995,Premium,Online,445.92,0
2023-11-27,13:37:11,16916,Basic,Online,10.0,0
2023-06-18,02:28:17,31958,Standard,Online,64.38,0
2023-09-10,18:07:27,1002,Premium,Online,3338.85,0
2023-05-22,18:08:29,40828,Premium,Online,551.54,0
2023-05-16,03:26:43,29583,Premium,POS,1190.11,0
2023-12-13,20:51:19,40419,Standard,Online,422.21,0
2023-09-13,05:41:12,40462,Standard,Online,14.44,0
2023-03-18,12:57:27,34012,Standard,ATM,98.86,0
2023-03-25,14:31:32,20344,Basic,Online,10.0,0
2023-10-30,15:15:01,44728,Standard,Online,114.85,0
